0.000000	6.000000	1.500000
0.010000	6.015000	1.050000
0.020000	6.025500	0.732911
0.030000	6.032829	0.509498
0.040000	6.037924	0.351903
0.050000	6.041443	0.240451
0.060000	6.043848	0.161300
0.070000	6.045461	0.104734
0.080000	6.046508	0.063952
0.090000	6.047147	0.034191
0.100000	6.047489	0.012127
0.110000	6.047611	-0.004566
0.120000	6.047565	-0.017509
0.130000	6.047390	-0.027834
0.140000	6.047112	-0.036332
0.150000	6.046748	-0.043553
0.160000	6.046313	-0.049882
0.170000	6.045814	-0.055587
0.180000	6.045258	-0.060855
0.190000	6.044650	-0.065816
0.200000	6.043991	-0.070560
0.210000	6.043286	-0.075151
0.220000	6.042534	-0.079633
0.230000	6.041738	-0.084037
0.240000	6.040898	-0.088382
0.250000	6.040014	-0.092686
0.260000	6.039087	-0.096956
0.270000	6.038117	-0.101201
0.280000	6.037105	-0.105424
0.290000	6.036051	-0.109630
0.300000	6.034955	-0.113820
0.310000	6.033817	-0.117996
0.320000	6.032637	-0.122159
0.330000	6.031415	-0.126308
0.340000	6.030152	-0.130445
0.350000	6.028847	-0.134568
0.360000	6.027502	-0.138679
0.370000	6.026115	-0.142777
0.380000	6.024687	-0.146862
0.390000	6.023219	-0.150934
0.400000	6.021709	-0.154991
0.410000	6.020159	-0.159034
0.420000	6.018569	-0.163063
0.430000	6.016938	-0.167078
0.440000	6.015268	-0.171077
0.450000	6.013557	-0.175060
0.460000	6.011806	-0.179028
0.470000	6.010016	-0.182980
0.480000	6.008186	-0.186915
0.490000	6.006317	-0.190833
0.500000	6.004409	-0.194734
0.510000	6.002461	-0.198617
0.520000	6.000475	-0.202483
0.530000	5.998450	-0.206330
0.540000	5.996387	-0.210158
0.550000	5.994285	-0.213968
0.560000	5.992146	-0.217758
0.570000	5.989968	-0.221529
0.580000	5.987753	-0.225279
0.590000	5.985500	-0.229009
0.600000	5.983210	-0.232719
0.610000	5.980883	-0.236407
0.620000	5.978519	-0.240074
0.630000	5.976118	-0.243720
0.640000	5.973681	-0.247343
0.650000	5.971207	-0.250944
0.660000	5.968698	-0.254522
0.670000	5.966153	-0.258077
0.680000	5.963572	-0.261609
0.690000	5.960956	-0.265117
0.700000	5.958305	-0.268600
0.710000	5.955619	-0.272060
0.720000	5.952898	-0.275495
0.730000	5.950143	-0.278905
0.740000	5.947354	-0.282289
0.750000	5.944531	-0.285648
0.760000	5.941675	-0.288981
0.770000	5.938785	-0.292287
0.780000	5.935862	-0.295567
0.790000	5.932906	-0.298820
0.800000	5.929918	-0.302046
0.810000	5.926898	-0.305244
0.820000	5.923845	-0.308414
0.830000	5.920761	-0.311557
0.840000	5.917646	-0.314670
0.850000	5.914499	-0.317755
0.860000	5.911321	-0.320811
0.870000	5.908113	-0.323838
0.880000	5.904875	-0.326835
0.890000	5.901607	-0.329802
0.900000	5.898308	-0.332738
0.910000	5.894981	-0.335645
0.920000	5.891625	-0.338520
0.930000	5.888239	-0.341364
0.940000	5.884826	-0.344177
0.950000	5.881384	-0.346959
0.960000	5.877914	-0.349708
0.970000	5.874417	-0.352425
0.980000	5.870893	-0.355110
0.990000	5.867342	-0.357762
1.000000	5.863764	-0.360380
