0.000000	6.000000	1.500000
0.010000	6.012955	1.110288
0.020000	6.022535	0.820089
0.030000	6.029601	0.603917
0.040000	6.034795	0.442717
0.050000	6.038590	0.322288
0.060000	6.041340	0.232071
0.070000	6.043306	0.164223
0.080000	6.044679	0.112932
0.090000	6.045605	0.073890
0.100000	6.046187	0.043908
0.110000	6.046505	0.020626
0.120000	6.046616	0.002298
0.130000	6.046563	-0.012366
0.140000	6.046378	-0.024320
0.150000	6.046083	-0.034271
0.160000	6.045697	-0.042739
0.170000	6.045232	-0.050110
0.180000	6.044698	-0.056668
0.190000	6.044101	-0.062623
0.200000	6.043447	-0.068131
0.210000	6.042739	-0.073307
0.220000	6.041981	-0.078235
0.230000	6.041175	-0.082978
0.240000	6.040322	-0.087582
0.250000	6.039424	-0.092080
0.260000	6.038481	-0.096498
0.270000	6.037494	-0.100854
0.280000	6.036464	-0.105161
0.290000	6.035391	-0.109430
0.300000	6.034275	-0.113668
0.310000	6.033118	-0.117879
0.320000	6.031918	-0.122068
0.330000	6.030676	-0.126238
0.340000	6.029393	-0.130389
0.350000	6.028069	-0.134524
0.360000	6.026703	-0.138643
0.370000	6.025296	-0.142747
0.380000	6.023848	-0.146837
0.390000	6.022359	-0.150911
0.400000	6.020830	-0.154971
0.410000	6.019260	-0.159017
0.420000	6.017649	-0.163047
0.430000	6.015999	-0.167062
0.440000	6.014308	-0.171062
0.450000	6.012578	-0.175046
0.460000	6.010807	-0.179015
0.470000	6.008997	-0.182966
0.480000	6.007148	-0.186902
0.490000	6.005259	-0.190820
0.500000	6.003332	-0.194721
0.510000	6.001365	-0.198605
0.520000	5.999360	-0.202471
0.530000	5.997316	-0.206318
0.540000	5.995233	-0.210147
0.550000	5.993113	-0.213956
0.560000	5.990954	-0.217747
0.570000	5.988758	-0.221517
0.580000	5.986524	-0.225268
0.590000	5.984253	-0.228999
0.600000	5.981944	-0.232708
0.610000	5.979599	-0.236397
0.620000	5.977216	-0.240064
0.630000	5.974797	-0.243710
0.640000	5.972342	-0.247333
0.650000	5.969851	-0.250934
0.660000	5.967324	-0.254513
0.670000	5.964761	-0.258068
0.680000	5.962162	-0.261600
0.690000	5.959529	-0.265108
0.700000	5.956860	-0.268592
0.710000	5.954157	-0.272052
0.720000	5.951419	-0.275487
0.730000	5.948647	-0.278897
0.740000	5.945841	-0.282282
0.750000	5.943002	-0.285641
0.760000	5.940129	-0.288974
0.770000	5.937222	-0.292281
0.780000	5.934283	-0.295562
0.790000	5.931311	-0.298815
0.800000	5.928307	-0.302041
0.810000	5.925270	-0.305240
0.820000	5.922202	-0.308410
0.830000	5.919102	-0.311553
0.840000	5.915971	-0.314667
0.850000	5.912809	-0.317752
0.860000	5.909616	-0.320809
0.870000	5.906393	-0.323836
0.880000	5.903140	-0.326833
0.890000	5.899856	-0.329801
0.900000	5.896544	-0.332738
0.910000	5.893202	-0.335644
0.920000	5.889831	-0.338520
0.930000	5.886431	-0.341365
0.940000	5.883004	-0.344178
0.950000	5.879548	-0.346960
0.960000	5.876065	-0.349710
0.970000	5.872554	-0.352427
0.980000	5.869016	-0.355113
0.990000	5.865452	-0.357765
1.000000	5.861861	-0.360384
