0.000000	1.000000
0.100000	0.741148
0.200000	0.551152
0.300000	0.413894
0.400000	0.317436
0.500000	0.252931
0.600000	0.213825
0.700000	0.195264
0.800000	0.193652
0.900000	0.206323
1.000000	0.231303
1.100000	0.267131
1.200000	0.312722
1.300000	0.367274
1.400000	0.430193
1.500000	0.501038
1.600000	0.579482
1.700000	0.665284
1.800000	0.758265
1.900000	0.858292
2.000000	0.965267
2.100000	1.079116
2.200000	1.199786
2.300000	1.327237
2.400000	1.461440
2.500000	1.602372
2.600000	1.750017
2.700000	1.904363
2.800000	2.065401
2.900000	2.233125
3.000000	2.407529
